"Formatted ID","Name","State","Percent Done By Story Plan Estimate","Percent Done By Story Count","Project","Owner","Lead Team","Go Live Date","Actual Start Date","Actual End Date","Planned Start Date","Planned End Date","Tags","Display Color","Dependencies","Dependencies","Risk","Risks","Risk Score","Tech Category","Status"
"ST14291","myuhc: Add ability to update COB Member/Family coverage & account info","created","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2023-04-01","","","2022-04-04","2023-04-01","ForStatusReport;Learn About My Benefits;NotonDigitalRoadmap","#848689","","0","","0","0","",""
"ST14292","UHC PP: Allow providers to search claims using Patient Account Number","created","0.0","0.0","Provider Experience","Shane Gerardi","Member and Provider Experience","2023-06-30","","","2022-02-21","2023-06-30","Care Payment","#848689","","0","","0","0","",""
"ST14293","UHC PP: Add paperless functionality for Claims letters (Document Library)","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-12-31","2022-06-20","","2022-01-01","2022-12-31","Manage Business","#107c1e","","0","","0","0","",""
"ST14330","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Consumer Engagement, Digital Therapeutic and Innovation Products","Shannon Maloney","Commercial Product","","","","2021-10-01","2021-12-31","","#df1a7b","","0","","0","0","",""
"ST14331","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Specialty","William Marks","Commercial Product","2023-12-29","","","2022-09-01","2022-10-01","","#df1a7b","","0","","0","0","",""
"ST14332","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","","","","2023-01-01","2023-12-31","","#df1a7b","","0","","0","0","",""
"ST14334","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","","","","","2023-01-01","","#df1a7b","","0","","0","0","",""
"ST14335","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Consumer Engagement, Digital Therapeutic and Innovation Products","Shannon Maloney","Commercial Product","","","","2021-10-01","2021-12-31","","#df1a7b","","0","","0","0","",""
"ST14336","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Specialty","William Marks","Commercial Product","","","","2022-09-01","2022-10-01","","#df1a7b","","0","","0","0","",""
"ST14344","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG Member-----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Member Experience","Vincent Moretta","Constituent Experience","","","","","2023-12-31","ForStatusReport","#df1a7b","","0","","0","0","",""
"ST14367","ACET/myuhc: Address Pre & Post Production items & small app fixes for 2022","in progress","0.5382","0.473","Member Experience","Mike Ignacio","Constituent Experience","2022-12-31","2022-01-12","","2022-01-11","2022-12-31","ForStatusReport;Learn About My Benefits;noProdCapArchNeeded","#107c1e","","0","","0","0","",""
"ST14369","ACET: Add claim details to the ACET UI to reduce swivels to Cirrus","created","0.1714","0.2857","Member Experience","Mike Ignacio","Constituent Experience","2022-12-31","2022-06-15","","2022-01-01","2022-12-31","ForStatusReport;Pay and Finance My Care","#107c1e","","0","","0","0","",""
"ST14379","myuhc: Deploy Click to Chat functionality for UHC FI","Done","1.0","1.0","Member Experience","Danielle Merkes","Constituent Experience","2022-03-03","2021-11-09","2022-02-22","2022-01-11","2022-03-03","Pay and Finance My Care;noUSPCoreArchNeeded","#21a2e0","","0","","0","0","",""
"ST14382","myuhc: Provide Access to 1095 forms","Done","0.0","0.0","Member Experience","Sarita Verma","Constituent Experience","2022-01-31","","","2022-01-11","2022-02-11","ForStatusReport;Live My Life;noUSPCoreArchNeeded","#21a2e0","","0","","0","0","",""
"ST14385","myuhc: Update USP reports (add v90 tagging, ProductID) to tagged attributes","Complete","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2022-07-01","","","2022-01-11","2022-07-01","Infrastructure;ForStatusReport;noProdCapArchNeeded;NotonDigitalRoadmap","#107c1e","","0","","0","0","",""
"ST14386","ACET: Provide external customers with turnaround times in calendar days (test only)","in progress","0.0","0.0","Member Experience","Mike Ignacio","Constituent Experience","2022-09-01","","","2022-01-01","2022-09-01","ForStatusReport;Find and Price My Care;noProdCapArchNeeded","#107c1e","","0","","0","0","",""
"ST14388","ACET: Display Authorization Remaining Units in ACET Desktop (2022)","Done","0.0","0.0","Member Experience","Geoffrey Balmes","Constituent Experience","2022-01-31","","","2022-01-01","2022-01-31","ForStatusReport;Find and Price My Care","#21a2e0","","0","","0","0","",""
"ST14390","(NLN) UHC PP: Add detail on bulk claims payments & overpayment recovery","Will Not Implement","0.0","0.0","Provider Experience","Hester L Blake","Constituent Experience","2023-12-31","","","2022-03-15","2023-12-31","Care Payment","#848689","","0","","0","0","",""
"ST14404","NICE Data Migration - 2022 Scope","solutioning","0.0","0.0","USP","Chanita","Migration","2023-12-31","2022-06-28","","2022-01-01","2023-01-01","","#fce205","","1","","0","0","",""
"ST14437","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 Provider BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Provider Experience","Vincent Moretta","Constituent Experience","","","","","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14438","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- Provider COMPLETED-----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Provider Experience","Vincent Moretta","Constituent Experience","","","","","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14439","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- B&E COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Broker and Employer Experience","Christopher Kraus","Constituent Experience","","","","2022-01-01","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14440","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 B&E BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Broker and Employer Experience","Christopher Kraus","Constituent Experience","","","","2022-01-01","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14441","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Quote, Install & Bill","","Operational","","","","","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14442","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Quote, Install & Bill","","Operational","","","","","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14443","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Provider & Claim Payment+","Lindsay McConville","Operational","","","","","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14444","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Provider & Claim Payment+","Lindsay McConville","Operational","","","","","2022-12-31","","#df1a7b","","0","","0","0","",""
"ST14445","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2023 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Data Migration","Chanita","Migration","","","","","2023-01-01","","#df1a7b","","0","","0","0","",""
"ST14447","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- COMPLETED ITEMS -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Data Migration","Chanita","Migration","","","","","2023-01-01","","#df1a7b","","0","","0","0","",""
"ST14448","Change Oxford Liberty OOA Network Wrap from CHOICE to Core","in progress","1.0","1.0","Commercial Medical Product","Lori Maser","Commercial Product","2022-09-01","2022-04-05","","2022-01-01","2022-09-01","Find and Price My Care;noProdCapArchNeeded","#107c1e","","0","","0","0","",""
"ST14457","Tiered Benefits 2022 Must Haves","in progress","1.0","0.3333","Commercial Medical Product","Tracy Plunkett","Commercial Product","2022-10-01","2022-06-02","","2022-01-10","2022-09-30","","#107c1e","","0","","0","0","",""
"ST14462","ACET: Add the ability to search a provider by county (state level regulatory)","Done","1.0","1.0","Member Experience","Mike Ignacio","Constituent Experience","2022-09-01","2022-05-18","2022-05-24","2022-04-01","2022-09-01","Find and Price My Care;noProdCapArchNeeded;noUSPCoreArchNeeded","#105cab","","0","","0","0","",""
"ST14465","myuhc: Add details related to claims, letters, docs, forms & accums","created","0.0","1.0","Member Experience","Danielle Merkes","Constituent Experience","2022-12-31","2022-02-24","","2022-02-16","2022-12-31","ForStatusReport;Pay and Finance My Care;NotonDigitalRoadmap","#107c1e","","0","","0","0","",""
"ST14479","myuhc: Implement Click to Chat for non UHCFI membership","Done","0.0","1.0","Member Experience","Danielle Merkes","Constituent Experience","2022-06-01","2022-05-17","2022-06-06","2022-01-11","2022-06-01","Pay and Finance My Care;noProdCapArchNeeded","#105cab","","0","","0","0","",""
"ST14480","myuhc: Enable SSN Messaging Disclaimer","created","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2022-12-31","","","2022-01-11","2022-12-31","ForStatusReport;Live My Life","#848689","","0","","0","0","",""
"ST14482","myuhc:  Display deductibles & accums when a High Deductible Health Plan is in focus","Done","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2022-04-25","","","2022-02-18","2022-09-01","ForStatusReport;Learn About My Benefits;NotonDigitalRoadmap","#21a2e0","","0","","0","0","",""
"ST14483","myuhc: Enable Rally Pay for USP (portal & mobile)","created","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2023-06-01","","","2023-01-01","2023-06-01","ForStatusReport;Pay and Finance My Care;NotonDigitalRoadmap","#848689","","0","","0","0","",""
"ST14485","myuhc: Create new myuhc.com environment connected to USP master & integrate MYUHC/Rally/OBAPI","in progress","0.9333","0.9524","Member Experience","Danielle Merkes","Constituent Experience","2022-09-01","2022-01-07","","2022-01-11","2022-09-01","Infrastructure;ForStatusReport;noProdCapArchNeeded","#fce205","","0","","0","0","",""
"ST14486","All CE: Automate Member Provider B&E Prod E2E Testing","created","0.0","0.0","Member Experience","Yeidi (JD) Figueroa","Constituent Experience","2022-12-31","2022-03-25","","2022-01-01","2022-12-31","Infrastructure;ForStatusReport;noProdCapArchNeeded","#848689","","0","","0","0","",""
"ST14487","ACET: Identify when a Member has a  Flex Pharmacy Plan","created","0.0","0.0","Member Experience","Geoffrey Balmes","Constituent Experience","2023-07-01","","","2022-01-01","2023-07-01","ForStatusReport;Learn About My Benefits","#107c1e","","0","","0","0","",""
"ST14488","myuhc: Add a platform indicator to invoke portal logic","Done","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2022-04-15","","","2022-02-21","2022-12-31","Infrastructure;ForStatusReport;noUSPCoreArchNeeded;NotonDigitalRoadmap","#21a2e0","","0","","0","0","",""
"ST14489","ACET: Provide secure email of forms & letters upon Member request","created","0.0","0.0","Member Experience","Mike Ignacio","Constituent Experience","2023-07-01","","","2022-09-01","2023-07-01","ForStatusReport;Learn About My Benefits;noProdCapArchNeeded","#848689","","0","","0","0","",""
"ST14490","myuhc: Provide ASO Members access to SPDs when requested by employer groups","created","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2022-12-31","","","2022-04-04","2022-12-31","ForStatusReport;Learn About My Benefits","#107c1e","","0","","0","0","",""
"ST14497","UHC PP: Allow the Provider to electronically submit additional info (original claim submissions)","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2023-12-31","","","2022-03-15","2023-12-31","Care Payment","#848689","","0","","0","0","",""
"ST14498","(NLN) UHC PP: Allow the Provider to search for claims with pended or appeal status fields","Will Not Implement","0.0","0.0","Provider Experience","Hester L Blake","Constituent Experience","2022-09-01","","","2022-03-15","2022-09-01","","","","0","","0","0","",""
"ST14499","UHC PP: Display COBs and other insurance info","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2023-12-31","","","2022-03-15","2023-12-31","Care Planning","#fce205","","0","","0","0","",""
"ST14501","UHC PP: Close gaps for POCa","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-12-31","","","2022-01-24","2022-12-31","Care Delivery","#107c1e","","0","","0","0","",""
"ST14514","BIND to USP ecosystem - phase 1","created","0.3686","0.3577","Data Migration","Glen Eiden","Migration","2022-12-31","2022-03-18","","2022-01-01","2023-01-01","","#107c1e","","0","","0","0","",""
"ST14515","BIND migration into USP","created","0.0","0.0","Data Migration","Chanita","Migration","2025-01-01","","","2022-01-01","2023-01-01","","#848689","","0","","0","0","",""
"ST14516","ACIS Migration analysis","created","0.0","0.0","Data Migration","Chanita","Migration","2022-12-31","","","2022-01-01","2023-01-01","","#848689","","0","","0","0","",""
"ST14530","PRIME R3 Foundational (Scalability/Parity) Capabilities - AK, AR, CO, HI, IA, ID, KS, LA, MA, MI, MO, MS, NE, NV,  NY, OH, PA, PR, RI, TN, UT, WI, WY","created","0.0","0.0","Data Migration","Chanita","Migration","2023-04-01","","","2022-01-01","2023-01-01","ForStatusReport","#848689","","1","","0","0","",""
"ST14531","All Savers Level Funded Business (UHOPS) migration - full launch","created","0.5642","0.6634","Data Migration","Chanita","Migration","2023-02-01","2020-03-25","","2022-01-01","2023-01-01","","#4a1d7e","","1","","0","0","",""
"ST14537","UHC PP: Migration of 270/271 Transactions to EDI/B2B","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-08-01","","","2022-01-01","2022-08-01","Care Planning","#fce205","","0","","0","0","",""
"ST14538","UHC PP: Migration of 275 Transactions to B2B","in progress","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-06-30","","","2021-12-01","2022-06-30","Care Planning","#107c1e","","1","","0","0","",""
"ST14540","UHC PP: Migration of 276/277 Transactions to EDI/B2B","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-08-01","","","2022-02-07","2022-08-01","Care Payment","#fce205","","0","","0","0","",""
"ST14543","ACET/myuhc: VBR Enhancements for 1/1/23","created","0.0","0.0","Member Experience","Mike Ignacio","Constituent Experience","2023-03-01","","","2022-01-01","2023-03-01","Pay and Finance My Care","#107c1e","","0","","0","0","",""
"ST14544","myuhc: Click to Receive a Call (Portal/Mobile App)","in progress","0.0","0.0","Member Experience","Danielle Merkes","Constituent Experience","2022-07-01","","","2022-01-11","2022-07-01","Reconcile My Bills;noProdCapArchNeeded;NotonDigitalRoadmap","#4a1d7e","","0","","0","0","",""
"ST14546","Therapy360 (AbleTo) MVP on USP for UHC Fully Insured","in progress","0.8235","0.6667","Consumer Engagement, Digital Therapeutic and Innovation Products","Shannon Maloney","Commercial Product","2022-07-01","2021-12-16","","2021-12-01","2022-07-01","","#fce205","","0","","0","0","",""
"ST14547","UHC PP: Address Pre & Post Production items & small app fixes for 2022","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-12-31","","","2022-01-11","2022-12-31","ForStatusReport","#107c1e","","0","","0","0","",""
"ST14550","Structure Harmonization Backlog_2023","created","0.0","0.0","Quote, Install & Bill","Klemme, Kelly","Operational","2023-12-01","2022-06-08","","2023-01-01","2023-12-31","","#848689","","0","","0","0","",""
"ST14571","(NLN) ACET: Service all groups in the ACET desktop - address group payload size (Phase 2)","Will Not Implement","0.0","0.0","Member Experience","Mike Ignacio","Constituent Experience","2022-12-31","","","2022-01-11","2022-12-31","ForStatusReport;Reconcile My Bills","#848689","","0","","0","0","",""
"ST14577","9/1 UHIC FI - NB & PRIME Migration Renewal -  MVP","in progress","0.9156","0.9175","Quote, Install & Bill","Geetha Shrinivasalu","Operational","2022-09-01","2021-06-16","","2022-01-13","2022-12-31","ForStatusReport","#107c1e","","1","","0","0","",""
"ST14579","<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2024 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Data Migration","Chanita","Migration","","","","","2023-01-01","","#df1a7b","","0","","0","0","",""
"ST14580","NICE migration","created","0.0","0.0","Data Migration","Chanita","Migration","2024-04-01","","","2024-01-01","2024-04-01","","#848689","","0","","0","0","",""
"ST14581","ADP migration","created","0.0","0.0","Data Migration","Chanita","Migration","2024-04-01","","","2024-01-01","2024-04-01","","#848689","","0","","0","0","",""
"ST14582","PRIME Migration  [CA + Exceptions]","created","0.0","0.0","Data Migration","Chanita","Migration","2024-04-01","2022-06-13","","2024-01-01","2024-04-01","","#848689","","0","","0","0","",""
"ST14585","<font face=""""impact"""" size=""""3"""" color=""""red"""">-----Member  COMPLETED -----</font> <hr color=""""red"""" size=""""12"""" />","Will Not Implement","0.0","0.0","Member Experience","Geoffrey Balmes","Constituent Experience","2022-01-01","","","2021-12-01","2022-01-01","","#df1a7b","","0","","0","0","",""
"ST14588","Overpayment Recoveries Optimization","created","0.0","0.0","Provider & Claim Payment+","Pamela J Occonnel","Operational","2023-06-01","","","2023-01-10","2023-06-01","","#107c1e","","0","","0","0","","On Track: Current Release & Sprint"
"ST14592","11/1 UHG FI - LG Medical Automated Installation- Renewals","created","0.7988","0.7041","Quote, Install & Bill","Geetha Shrinivasalu","Operational","2022-11-01","2021-05-20","","2022-02-01","2022-12-31","","#107c1e","","1","","0","0","",""
"ST14598","USP Integrated Stop Loss Build","created","0.0","0.0","Provider & Claim Payment+","Pamela J Occonnel","Operational","2024-01-01","","","2023-01-01","2023-12-31","","#21a2e0","","0","","0","0","",""
"ST14600","Misc Non claim payment, regulatory and compliance activities","created","0.0","0.0","Provider & Claim Payment+","Pamela J Occonnel","Operational","2023-11-01","","","2023-03-21","2023-10-16","","#848689","","0","","0","0","","On Hold: Priority"
"ST14607","Revamp Claims Ops Queue To Enhance User Efficiency","Will Not Implement","0.0","0.0","Provider & Claim Payment+","","Operational","","","","","","","#21a2e0","","0","","0","0","",""
"ST14608","Claim Frequency Codes","solutioning","0.0","0.0","Provider & Claim Payment+","Lindsay McConville","Operational","","","","2022-08-01","2022-12-01","","#848689","","0","","0","0","",""
"ST14609","Systematically  Consume and Apply Route and Override Decision Action Codes to Increase Claim VPH","Will Not Implement","0.0","0.0","Provider & Claim Payment+","Lindsay McConville","Operational","","","","2022-08-01","2022-12-01","","#21a2e0","","0","","0","0","",""
"ST14611","Pharmacy Explanation of Benefits (EOBs)","created","0.0","0.0","Provider & Claim Payment+","","Operational","2022-09-01","","","2022-02-01","2022-09-01","","#fce205","","0","","0","0","",""
"ST14612","Claim Ongoing Maintenance of Audit Rules, Claim Letter and Defect Management","in progress","0.5183","0.6438","Provider & Claim Payment+","Lindsay McConville","Operational","2022-12-31","2022-01-12","","2021-11-01","2022-12-31","noProdCapArchNeeded","#107c1e","","0","","0","0","",""
"ST14613","Enhance RV002 logic to accept DX Code for any DOS within a range","Will Not Implement","0.0","0.0","Provider & Claim Payment+","Lindsay McConville","Operational","","","","2022-08-01","2022-11-01","","#21a2e0","","0","","0","0","",""
"ST14618","UHC PP: Medical Record Repository (no IT work)","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-12-31","","","2022-01-11","2022-12-31","ForStatusReport","#107c1e","","0","","0","0","",""
"ST14619","UHC PP: PLN for Constituent Services","in progress","1.0","0.8333","Provider Experience","Shane Gerardi","Constituent Experience","2022-06-28","2021-12-20","","2022-01-11","2022-06-28","ForStatusReport","#107c1e","","0","","0","0","",""
"ST14621","CAA Regulations","created","0.7416","0.7746","Provider & Claim Payment+","Kendra Jones","Operational","","2022-01-11","","2021-09-01","2022-12-31","","#848689","","0","","0","0","",""
"ST14622","Internal Reporting","in progress","0.1473","0.2452","Ops Reporting","Eric Blad","Horizontal","2022-12-31","2022-01-11","","2022-01-01","2022-12-31","","#107c1e","","0","","0","0","","On Track: Current Release & Sprint"
"ST14624","PCP - Claim Optimization","","0.0","0.0","PCP - Claim Optimization (Atlantis)","Lisa Ramos","","","","","","","","#848689","","0","","0","0","",""
"ST14628","4/1 Tufts Automated Renewals","Done","0.8443","0.6712","Quote, Install & Bill","Paula Engstrom","Operational","2023-06-01","2021-02-11","","2023-03-21","2023-05-30","","#21a2e0","","12","","0","0","",""
"ST14630","Tufts Legal Entity Name Change","created","0.4545","0.5","Quote, Install & Bill","Paula Engstrom","Operational","2022-08-01","2022-01-26","","2022-01-03","2022-08-01","","#107c1e","","0","","0","0","",""
"ST14641","Pulse Decommission/Provider Data Transformation","created","0.3846","0.3333","Provider & Claim Payment+","Kendra Jones","Operational","2023-02-01","2022-06-17","","2022-10-11","2023-03-31","","#848689","","0","","0","0","",""
"ST14654","UHC Rewards Initial Product Build on USP","in progress","0.0","0.0","Consumer Engagement, Digital Therapeutic and Innovation Products","Shannon Maloney","Commercial Product","2023-01-01","","","2022-01-24","2023-01-01","PRJ288747 UHC Rewards;UHC Rewards","#107c1e","","0","","0","0","",""
"ST14655","2023 Provider & Claim Payment+ backlog","Will Not Implement","0.0","0.0","Provider & Claim Payment+","Lindsay McConville","Operational","","","","2023-01-01","2023-12-31","","#848689","","0","","0","0","",""
"ST14658","ACET: Enhance the ability to track and report on SRS performance","created","0.0588","0.0909","Member Experience","Mike Ignacio","Constituent Experience","2022-12-31","2022-06-17","","2022-02-17","2022-12-31","Infrastructure;noProdCapArchNeeded","#107c1e","","0","","0","0","",""
"ST14661","Placeholder for Renewal 2023 Backlog","created","0.2154","0.4928","Quote, Install & Bill","Geetha Shrinivasalu","Operational","","2021-09-23","","2023-01-01","2023-12-31","noProdCapArchNeeded","#848689","","0","","0","0","",""
"ST14664","UHC PP: Ability for Health Care Professionals to view areas that require attention while member is in office (TPO)","solutioning","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-09-01","","","2022-01-11","2022-09-01","ForStatusReport;Care Planning","#107c1e","","0","","0","0","",""
"ST14671","ACET: USP - Migration to getEmployerGroup Nimbus - Part2 done in 2022","Done","1.0","1.0","Member Experience","Geoffrey Balmes","Constituent Experience","2022-02-01","2022-01-13","2022-01-24","2022-01-11","2022-02-01","Infrastructure;ForStatusReport","#21a2e0","","0","","0","0","",""
"ST14681","ASO Shared Service Program","Done","0.0","0.0","Data, Reporting and Analytics","Tushar Thawali","Horizontal","2022-02-11","","","2021-01-01","2022-02-15","","#21a2e0","","0","","0","0","",""
"ST14683","Level Funded Enhancements (including DP for LF)","in progress","0.8","0.3636","Commercial Medical Product","Lori Maser","Commercial Product","2022-09-01","2021-02-02","","2022-03-01","2022-06-30","noEsaNeeded","#fce205","","0","","0","0","",""
"ST14686","Enable TUFTS ASO product offering","solutioning","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","2023-01-01","","","2022-03-01","2022-12-23","","#107c1e","","0","","0","0","",""
"ST14687","Oxford Metro add Out of Area as option for Large Group","in progress","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","2023-01-01","","","2022-03-01","2023-01-01","noEsaNeeded","#107c1e","","0","","0","0","",""
"ST14698","USP CAA 2022","in progress","0.9726","0.9054","Provider & Claim Payment+","Sandy Callahan","Operational","2022-07-01","2021-08-04","","2021-03-29","2021-10-08","Reconcile My Bills;Care Payment;noProdCapArchNeeded","#107c1e","","0","","0","0","",""
"ST14704","UHC PP: VBR Enhancements for 1/1/23","created","0.0","0.0","Provider Experience","Shane Gerardi","Constituent Experience","2022-12-31","","","2022-01-01","2022-12-31","Manage Business","#107c1e","","0","","0","0","",""
"ST14708","Life and Disability - Supp Life, STD, LTD - New Business, Migration and Renewals","created","0.493","0.2805","Specialty","William Marks","Commercial Product","2023-04-01","2022-01-31","","2022-05-16","2023-04-01","ForStatusReport;Learn About My Benefits","#107c1e","","1","","0","0","",""
"ST14709","Oxford Member cost share physician office services","created","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","2023-01-01","2022-03-31","","2023-01-01","2023-09-01","","#4a1d7e","","0","","0","0","",""
"ST14712","Apple Fitness Bundle Oxford ASO Buy-up on USP","in progress","0.0","0.0","Consumer Engagement, Digital Therapeutic and Innovation Products","Shannon Maloney","Commercial Product","2022-12-30","2022-06-21","","2022-03-01","2022-11-01","","#107c1e","","0","","0","0","",""
"ST14717","USP: Subscriber Electronic Funds Transfer-Medical Claims","created","0.0","0.0","Provider & Claim Payment+","Pamela J Occonnel","Operational","2022-11-01","","","2023-01-10","2023-05-29","","#107c1e","","0","","0","0","",""
"ST14718","Affordability: Reimbursement, Medical Policy and ME Implementations","in progress","0.119","0.1818","USP","Janet Marshall","Operational","2023-01-01","2022-05-25","","2021-01-01","2022-12-31","affordability initiatives;noProdCapArchNeeded","#107c1e","","0","","0","0","","On Track: Current Release & Sprint"
"ST14724","PLN Like Network/Capabilities for Oxford","final review","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","2023-01-01","2022-05-05","","2022-03-07","2022-10-01","","#107c1e","","0","","0","0","",""
"ST14725","ACET: Ability to generate member specific letters for LF groups via template in the ACET Desktop","Done","1.0","1.0","Member Experience","Geoffrey Balmes","Constituent Experience","2022-04-12","2022-03-23","2022-04-01","2022-01-01","2022-04-12","","#21a2e0","","0","","0","2","",""
"ST14728","8/1/22 FI Market Expansions  (PR3.5)","in progress","0.8523","0.7412","Commercial Medical Product","Lori Maser","Commercial Product","2022-08-01","2020-10-01","","2022-01-01","2022-08-01","","#107c1e","","0","","0","0","",""
"ST14729","9/1/22 FI Market Expansions  (PR3.5)","in progress","0.82","0.6443","Commercial Medical Product","Lori Maser","Commercial Product","2022-09-01","2021-01-07","","2022-01-01","2022-09-01","","#107c1e","","0","","0","0","",""
"ST14730","8/1 FI River Valley Heritage (RVH) Expansion","in progress","0.5706","0.3855","Commercial Medical Product","Lori Maser","Commercial Product","2022-08-01","2021-10-07","","2022-02-01","2022-08-01","Learn About My Benefits","#107c1e","","1","","0","0","",""
"ST14731","10/1 FI River Valley Heritage (RVH) Expansion","ready","0.4828","0.3636","Commercial Medical Product","Lori Maser","Commercial Product","2022-10-01","2022-03-15","","2022-02-01","2022-08-01","Learn About My Benefits","#107c1e","","1","","0","0","",""
"ST14732","7/1/22 FI Market Expansions  (PR3.5) - CO Select","in progress","1.0","0.7143","Commercial Medical Product","Lori Maser","Commercial Product","2022-07-01","2022-02-10","","2022-01-01","2022-05-01","","#107c1e","","1","","0","0","",""
"ST14733","NavigateNow LF - Market Expansion 6/1","Complete","1.0","1.0","Commercial Medical Product","Patrick Keran","Commercial Product","2022-06-01","2022-03-29","","2022-01-01","2022-06-01","","#107c1e","","0","","0","0","",""
"ST14734","NavigateNOW LF-Market Expansion 9/1","in progress","1.0","1.0","Commercial Medical Product","Shanti Kunchaparty","Commercial Product","2022-09-01","2022-06-22","","2022-03-01","2022-09-01","","#107c1e","","0","","0","0","",""
"ST14735","Leverage the Nexus ACO Product for offering for Level Funded","created","0.0","0.0","Commercial Medical Product","Lori Maser","Commercial Product","2023-09-01","","","2023-01-01","2023-12-31","","#848689","","1","","0","0","",""
"ST14776","Combined NY SG Vision and Medical Offering","created","0.0","0.0","Specialty","William Marks","Commercial Product","2023-01-01","2022-06-29","","2022-04-01","2023-01-01","","#848689","","0","","0","0","",""
